Sample1	Sample2	Distance	Mismatches
SEA14333P6C4	strain-CA02	14323.00	0.03519
SEA14333P6C4	strain-CA03	14331.00	0.03477
SEA14333P6C4	strain-CB01	14347.00	0.03501
SEA14333P6C4	strain-CB02	14339.00	0.03480
SEA14333P6C4	strain-CB03	14362.00	0.03470
SEA14333P6C4	strain-CDC1551	14359.00	0.02727
SEA14333P6C4	strain-H-19-0007	13325.00	0.01550
SEA14333P6C4	strain-H-19-0008	13310.00	0.01482
SEA14333P6C4	strain-H-19-0027	13331.00	0.01561
SEA14333P6C4	strain-H-20-0022	13343.00	0.01813
SEA14333P6C4	strain-H-20-0024	13315.00	0.01568
SEA14333P6C4	strain-H-21-0019	13344.00	0.01877
SEA14333P6C4	strain-I0003165-3	14321.00	0.02870
SEA14333P6C4	strain-I0003270-1	14442.00	0.02628
SEA14333P6C4	strain-I0003758-5	14407.00	0.02755
SEA14333P6C4	strain-I0004240-3	14356.00	0.03141
SEA14333P6C4	strain-I0004290-8	14321.00	0.02628
SEA14333P6C4	strain-L	14287.00	0.03029
SEA14333P6C4	strain-LP-0106963-RM1	14501.00	0.03133
SEA14333P6C4	strain-LP-0106963-RM2	14503.00	0.03133
SEA14333P6C4	strain-LP-0106963-RM3	14504.00	0.03133
SEA14333P6C4	strain-LP-0106967-RM5	14504.00	0.03133
SEA14333P6C4	strain-LP-0107828-RM1	14507.00	0.03134
SEA14333P6C4	strain-LP-0107828-RM5	14495.00	0.03130
SEA14333P6C4	strain-LP-0107828-RM6	14504.00	0.03132
SEA14333P6C4	strain-LP-0257184-RM3	14502.00	0.03132
SEA14333P6C4	strain-LP-0257184-RM4	14503.00	0.03133
SEA14333P6C4	strain-LP-0257184-RM5	14512.00	0.03136
SEA14333P6C4	strain-LP-0257184-RM6	14509.00	0.03136
SEA14333P6C4	strain-LP-0261867-RM1	14503.00	0.03133
SEA14333P6C4	strain-LP-0261867-RM5	14500.00	0.03132
SEA14333P6C4	strain-LP-0261867-RM7	14503.00	0.03133
SEA14333P6C4	strain-LP-0333226-RM2	14494.00	0.03129
SEA14333P6C4	strain-LP-0333226-RM3	14499.00	0.03128
SEA14333P6C4	strain-LP-0474076-RM1	14488.00	0.03125
SEA14333P6C4	strain-LP-0474076-RM2	14490.00	0.03126
SEA14333P6C4	strain-LP-0474076-RM3	14486.00	0.03125
SEA14333P6C4	strain-LP-0497747-RM1	14481.00	0.03124
SEA14333P6C4	strain-LP-0504061-RM2	14481.00	0.03123
SEA14333P6C4	strain-LP-0504069-RM2	14479.00	0.03123
SEA14333P6C4	strain-M0003941-3	14425.00	0.03003
SEA14333P6C4	strain-M64	14283.00	0.03905
SEA14333P6C4	strain-MasanXDR-01	14645.00	0.03729
SEA14333P6C4	strain-MasanXDR-02	15162.00	0.04749
SEA14333P6C4	strain-MasanXDR-03	14818.00	0.04518
SEA14333P6C4	strain-MasanXDR-04	15046.00	0.04961
SEA14333P6C4	strain-MasanXDR-05	14720.00	0.04038
SEA14333P6C4	strain-mc26030	14448.00	0.03348
SEA14333P6C4	strain-MTBCR170001	13098.00	0.01059
SEA14333P6C4	strain-MTBCR170020	13311.00	0.01631
SEA14333P6C4	strain-MTBCR170027	13335.00	0.01563
SEA14333P6C4	strain-MTBCR170031	12641.00	0.00622
SEA14333P6C4	strain-MTBCR170913	12707.00	0.00797
SEA14333P6C4	strain-MTBCR170941	14491.00	0.03398
SEA14333P6C4	strain-MTb-Oman-3211198	13400.00	0.02431
SEA14333P6C4	strain-MTb-Oman-3211379	12102.00	0.03322
SEA14333P6C4	strain-MTb-Oman-3211380	12126.00	0.03159
SEA14333P6C4	strain-MTb-Oman-3211392	13192.00	0.04707
SEA14333P6C4	strain-MTb-Oman-3211453	13390.00	0.02099
SEA14333P6C4	strain-MTb-Oman-3211517	13407.00	0.03101
SEA14333P6C4	strain-MTb-Oman-3211622	13374.00	0.02137
SEA14333P6C4	strain-MTb-Oman-3211956	13352.00	0.02771
SEA14333P6C4	strain-MTb-Oman-3212387	12642.00	0.02911
SEA14333P6C4	strain-MTb-Oman-3212401	14701.00	0.03480
SEA14333P6C4	strain-MTb-Oman-3212598	13257.00	0.02325
SEA14333P6C4	strain-MTb-Oman-321262	12208.00	0.03255
SEA14333P6C4	strain-MTb-Oman-3212705	12608.00	0.03701
SEA14333P6C4	strain-MTb-Oman-3212927	13140.00	0.05031
SEA14333P6C4	strain-MTb-Oman-3213034	12224.00	0.08342
SEA14333P6C4	strain-Mtb-Oman-3213118	13161.00	0.02247
SEA14333P6C4	strain-MTb-Oman-3213123	11204.00	0.06419
SEA14333P6C4	strain-MTb-Oman-3213167	13927.00	0.05748
SEA14333P6C4	strain-MTb-Oman-3213169	13566.00	0.05665
SEA14333P6C4	strain-MTb-Oman-3213195	13293.00	0.05107
SEA14333P6C4	strain-MTb-Oman-3213249	12439.00	0.02712
SEA14333P6C4	strain-MTb-Oman-3213318	12985.00	0.02920
SEA14333P6C4	strain-MTb-Oman-3213329	13564.00	0.02081
SEA14333P6C4	strain-MTb-Oman-3213336	14490.00	0.04042
SEA14333P6C4	strain-MTb-Oman-3213343	13342.00	0.02691
SEA14333P6C4	strain-MTb-Oman-3213427	14511.00	0.04838
SEA14333P6C4	strain-MTb-Oman-3213465	14390.00	0.03849
SEA14333P6C4	strain-MTb-Oman-3213509	12725.00	0.02931
SEA14333P6C4	strain-MTb-Oman-3213540	13661.00	0.05245
SEA14333P6C4	strain-MTb-Oman-3213545	12403.00	0.03960
SEA14333P6C4	strain-MTb-Oman-3213573	13184.00	0.04623
SEA14333P6C4	strain-MTb-Oman-3213645	12816.00	0.03742
SEA14333P6C4	strain-MTb-Oman-3213670	14366.00	0.04743
SEA14333P6C4	strain-MTb-Oman-3213828	13219.00	0.03716
SEA14333P6C4	strain-MTb-Oman-3213831	13433.00	0.04063
SEA14333P6C4	strain-MTb-Oman-3213964	13365.00	0.04377
SEA14333P6C4	strain-MTb-Oman-321403	14295.00	0.05038
SEA14333P6C4	strain-MTb-Oman-3214042	11848.00	0.07268
SEA14333P6C4	strain-MTb-Oman-3214121	14072.00	0.03865
SEA14333P6C4	strain-MTb-Oman-3214168	13423.00	0.04369
SEA14333P6C4	strain-MTb-Oman-3214236	12464.00	0.03007
SEA14333P6C4	strain-MTb-Oman-3214387	13022.00	0.03231
SEA14333P6C4	strain-MTb-Oman-3214404	12417.00	0.02875
SEA14333P6C4	strain-MTb-Oman-3214504	13938.00	0.04121
SEA14333P6C4	strain-MTb-Oman-3214585	12482.00	0.03072
SEA14333P6C4	strain-MTb-Oman-3214594	13631.00	0.04866
SEA14333P6C4	strain-MTb-Oman-3214642	12726.00	0.02902
SEA14333P6C4	strain-MTb-Oman-3214721	14144.00	0.04499
SEA14333P6C4	strain-MTb-Oman-3214744	13880.00	0.04087
SEA14333P6C4	strain-MTb-Oman-3214760	14442.00	0.04110
SEA14333P6C4	strain-MTb-Oman-3214805	12784.00	0.02732
SEA14333P6C4	strain-MTb-Oman-3214883	13832.00	0.04968
SEA14333P6C4	strain-MTb-Oman-3214927	13887.00	0.04098
SEA14333P6C4	strain-MTb-Oman-321528	12371.00	0.03340
SEA14333P6C4	strain-MTb-Oman-3215324	12410.00	0.02692
SEA14333P6C4	strain-MTb-Oman-3215574	12273.00	0.03530
SEA14333P6C4	strain-MTb-Oman-3215691	13849.00	0.04465
SEA14333P6C4	strain-MTb-Oman-3215873	13295.00	0.04467
SEA14333P6C4	strain-MTb-Oman-3216177	12478.00	0.03145
SEA14333P6C4	strain-MTb-Oman-3216462	13608.00	0.06849
SEA14333P6C4	strain-MTb-Oman-3216574	12253.00	0.02667
SEA14333P6C4	strain-MTB-Oman-321769	13208.00	0.02175
SEA14333P6C4	strain-MTb-Oman-321856	11910.00	0.05462
SEA14333P6C4	strain-MTb-Oman-321857	12656.00	0.02317
SEA14333P6C4	strain-MTb-Oman-32193	14008.00	0.04105
SEA14333P6C4	strain-N1015	14368.00	0.03215
SEA14333P6C4	strain-P001-N1377	14334.00	0.03015
SEA14333P6C4	strain-P003-N1374	14335.00	0.03018
SEA14333P6C4	strain-P006-N1591	14332.00	0.03013
SEA14333P6C4	strain-P007-N1108	14337.00	0.03017
SEA14333P6C4	strain-P008-N1380	14335.00	0.03016
SEA14333P6C4	strain-P010-N1385	14334.00	0.03015
SEA14333P6C4	strain-P020-N1386	14334.00	0.03015
SEA14333P6C4	strain-P022-N1431	14335.00	0.03015
SEA14333P6C4	strain-P028-N1362	14336.00	0.03016
SEA14333P6C4	strain-P034-N1426	14330.00	0.03013
SEA14333P6C4	strain-P042-N1430	14338.00	0.03016
SEA14333P6C4	strain-P052-N1429	14335.00	0.03016
SEA14333P6C4	strain-P059-N1392	14334.00	0.03018
SEA14333P6C4	strain-P066-N1411	14335.00	0.03016
SEA14333P6C4	strain-P073-N1394	14336.00	0.03019
SEA14333P6C4	strain-P074-N1402	14336.00	0.03019
SEA14333P6C4	strain-PSNK363	14406.00	0.02817
SEA14333P6C4	strain-SEA10470P6C4	14302.00	0.02542
SEA14333P6C4	strain-SEA17020027P6C4	14430.00	0.03107
SEA14333P6C4	TB282	14360.00	0.03115
SEA14333P6C4	TCDC11	14396.00	0.03060
SEA14333P6C4	variant-bovis-BCG-strain-Moreau-PL	14564.00	0.04258
SEA14333P6C4	variant-bovis-strain-2023-0113	14741.00	0.03854
SEA14333P6C4	variant-bovis-strain-3488	14683.00	0.04194
SEA14333P6C4	variant-bovis-strain-Mb0486	14613.00	0.03749
SEA14333P6C4	variant-bovis-strain-Mb0531	14620.00	0.03649
SEA14333P6C4	variant-bovis-strain-Mb0820	14620.00	0.03605
SEA14333P6C4	variant-bovis-strain-Mb1101	14670.00	0.03851
SEA14333P6C4	variant-bovis-strain-Mb1855	14708.00	0.03878
SEA14333P6C4	variant-bovis-strain-Mb2269	14701.00	0.03902
SEA14333P6C4	variant-bovis-strain-Mb2377	14608.00	0.03625
SEA14333P6C4	variant-bovis-strain-Mb2487	14679.00	0.03904
SEA14333P6C4	variant-bovis-strain-Mb3114	14731.00	0.03802
SEA14333P6C4	variant-bovis-strain-Mb3602	14629.00	0.03629
SEA14333P6C4	variant-bovis-strain-OLF-AH-2022-TB-0122	14715.00	0.03689
SEA14333P6C4	variant-caprae-strain-SY-1	14748.00	0.04111
SEA14333P6C4	W-148	14395.00	0.03020
SEA14333P6C4	WBB1007-LQ1975	13208.00	0.01376
SEA14333P6C4	WBB1008-SL1975	13209.00	0.01376
SEA14333P6C4	WBB1009-SL1875	13190.00	0.01452
SEA14333P6C4	WBB1451-04-00887-2	14556.00	0.03038
SEA14333P6C4	WBB1452-10-01964-2	14383.00	0.03019
SEA14333P6C4	WBB1453-11-00429-1	14654.00	0.03141
SEA14333P6C4	WBB1454-IB091-1	14591.00	0.03925
SEA14333P6C4	WBB1456-11-00225-4	14357.00	0.03249
SEA14333P6C4	WBB1457-IB-036-1	14651.00	0.03092
SEA14333P6C4	WBB1458-05-01296-1	14605.00	0.03422
SEA14333P6C4	WBB1459-E14-22547-1	14578.00	0.02969
SEA14333P6C4	WBB1460-E13-13014-2	14609.00	0.02897
SEA14333P6C4	WBB445-ARS7496	14352.00	0.03102
SEA14333P6C4	WBB446-ARS7884	14164.00	0.03605
SEA14333P6C4	WBB447-G67	14561.00	0.03060
SEA14333P6C4	WBB448-HPV115-08	14121.00	0.03556
SEA14333P6C4	WC059	14365.00	0.02977
SEA14333P6C4	WC078	14363.00	0.02963
SEA14333P6C4	WMB588	14278.00	0.03275
SEA14333P6C4	WMB596	13241.00	0.01418
SEA14333P6C4	WMB600	14361.00	0.03246
SEA14333P6C4	WMB602	14439.00	0.02953
SEA14333P6C4	WMB607	13322.00	0.01752
SEA14333P6C4	WMB613	14315.00	0.03009
SEA14333P6C4	WMB614	13379.00	0.01752
SEA14333P6C4	WMB615	13200.00	0.01491
SEA14333P6C4	WMB621	14233.00	0.02618
SEA14333P6C4	ZRB10578980-LR-Asm	14386.00	0.03091
SEA15228P6C4	SEA15229P6C4	13200.00	0.01214
SEA15228P6C4	SEA15230P6C4	13185.00	0.01279
SEA15228P6C4	SEA17020023P6C4	13144.00	0.01496
SEA15228P6C4	SEA17020024P6C4	13145.00	0.01493
SEA15228P6C4	SEA17020028	14419.00	0.02891
SEA15228P6C4	SEA17020030P6C4	14326.00	0.02481
SEA15228P6C4	SGF0232017	14428.00	0.02936
SEA15228P6C4	SGF0422017	14384.00	0.03228
SEA15228P6C4	SGF0472017	14408.00	0.02858
SEA15228P6C4	SGF0702019	14380.00	0.02880
SEA15228P6C4	strain-01-R1134	14455.00	0.02994
SEA15228P6C4	strain-01-R1430	14398.00	0.02942
SEA15228P6C4	strain-02-R0894	14395.00	0.02861
SEA15228P6C4	strain-02-R1179	14362.00	0.02813
SEA15228P6C4	strain-02-R1708	14403.00	0.02781
SEA15228P6C4	strain-02-R1896	14396.00	0.03056
SEA15228P6C4	strain-1-0150P6C4	14395.00	0.02921
SEA15228P6C4	strain-1-0165P6C4	14299.00	0.02425
SEA15228P6C4	strain-1-0170P6C4	14399.00	0.02989
SEA15228P6C4	strain-15	14519.00	0.02591
SEA15228P6C4	strain-17221	14397.00	0.03013
SEA15228P6C4	strain-1	14629.00	0.03308
SEA15228P6C4	strain-2-0011P6C4	14409.00	0.02869
SEA15228P6C4	strain-2-0026P6C4	14430.00	0.02584
SEA15228P6C4	strain-2-0111P6C4	14440.00	0.02642
SEA15228P6C4	strain-25421	14579.00	0.03284
SEA15228P6C4	strain-3320	14591.00	0.03271
SEA15228P6C4	strain-3	14410.00	0.03023
SEA15228P6C4	strain-4-0083P6C4	14325.00	0.02405
SEA15228P6C4	strain-5521	14625.00	0.03361
SEA15228P6C4	strain-6721	14500.00	0.03394
SEA15228P6C4	strain-6	14504.00	0.02576
SEA15228P6C4	strain-8	14424.00	0.02928
SEA15228P6C4	strain-9	14409.00	0.02886
SEA15228P6C4	strain-A16	14670.00	0.03790
SEA15228P6C4	strain-AST-T2	14386.00	0.02489
SEA15228P6C4	strain-AST-T3	14378.00	0.02643
SEA15228P6C4	strain-AST-T4	14396.00	0.02706
SEA15228P6C4	strain-AST-T5	14395.00	0.03039
SEA15228P6C4	strain-AST-T6	14413.00	0.02626
SEA15228P6C4	strain-AST-T7	14350.00	0.02780
SEA15228P6C4	strain-BLR-4299-2019	14330.00	0.02884
SEA15228P6C4	strain-CA01	14327.00	0.03375
SEA15228P6C4	strain-CA02	14331.00	0.03390
SEA15228P6C4	strain-CA03	14346.00	0.03349
SEA15228P6C4	strain-CB01	14358.00	0.03374
SEA15228P6C4	strain-CB02	14352.00	0.03353
SEA15228P6C4	strain-CB03	14374.00	0.03344
SEA15228P6C4	strain-CDC1551	14427.00	0.02780
SEA15228P6C4	strain-H-19-0007	13371.00	0.01608
SEA15228P6C4	strain-H-19-0008	13357.00	0.01542
SEA15228P6C4	strain-H-19-0027	13377.00	0.01619
SEA15228P6C4	strain-H-20-0022	13387.00	0.01870
SEA15228P6C4	strain-H-20-0024	13358.00	0.01625
SEA15228P6C4	strain-H-21-0019	13388.00	0.01932
SEA15228P6C4	strain-I0003165-3	14339.00	0.02768
SEA15228P6C4	strain-I0003270-1	14454.00	0.02539
SEA15228P6C4	strain-I0003758-5	14423.00	0.02662
SEA15228P6C4	strain-I0004240-3	14367.00	0.03057
SEA15228P6C4	strain-I0004290-8	14334.00	0.02504
SEA15228P6C4	strain-L	14307.00	0.02906
SEA15228P6C4	strain-LP-0106963-RM1	14509.00	0.03003
SEA15228P6C4	strain-LP-0106963-RM2	14511.00	0.03003
SEA15228P6C4	strain-LP-0106963-RM3	14512.00	0.03004
SEA15228P6C4	strain-LP-0106967-RM5	14512.00	0.03003
SEA15228P6C4	strain-LP-0107828-RM1	14515.00	0.03005
SEA15228P6C4	strain-LP-0107828-RM5	14503.00	0.03001
SEA15228P6C4	strain-LP-0107828-RM6	14512.00	0.03003
SEA15228P6C4	strain-LP-0257184-RM3	14510.00	0.03002
SEA15228P6C4	strain-LP-0257184-RM4	14511.00	0.03003
SEA15228P6C4	strain-LP-0257184-RM5	14520.00	0.03006
SEA15228P6C4	strain-LP-0257184-RM6	14517.00	0.03006
SEA15228P6C4	strain-LP-0261867-RM1	14511.00	0.03004
SEA15228P6C4	strain-LP-0261867-RM5	14508.00	0.03003
SEA15228P6C4	strain-LP-0261867-RM7	14511.00	0.03003
SEA15228P6C4	strain-LP-0333226-RM2	14502.00	0.02999
SEA15228P6C4	strain-LP-0333226-RM3	14507.00	0.02999
SEA15228P6C4	strain-LP-0474076-RM1	14496.00	0.02996
SEA15228P6C4	strain-LP-0474076-RM2	14498.00	0.02997
SEA15228P6C4	strain-LP-0474076-RM3	14494.00	0.02996
SEA15228P6C4	strain-LP-0497747-RM1	14489.00	0.02995
SEA15228P6C4	strain-LP-0504061-RM2	14489.00	0.02994
SEA15228P6C4	strain-LP-0504069-RM2	14487.00	0.02994
SEA15228P6C4	strain-M0003941-3	14442.00	0.02883
SEA15228P6C4	strain-M64	14298.00	0.03781
SEA15228P6C4	strain-MasanXDR-01	14655.00	0.03607
SEA15228P6C4	strain-MasanXDR-02	15165.00	0.04629
SEA15228P6C4	strain-MasanXDR-03	14836.00	0.04400
SEA15228P6C4	strain-MasanXDR-04	15066.00	0.04842
SEA15228P6C4	strain-MasanXDR-05	14738.00	0.03919
SEA15228P6C4	strain-mc26030	14456.00	0.03222
SEA15228P6C4	strain-MTBCR170001	13193.00	0.01263
SEA15228P6C4	strain-MTBCR170020	13355.00	0.01692
SEA15228P6C4	strain-MTBCR170027	13380.00	0.01623
SEA15228P6C4	strain-MTBCR170031	12688.00	0.00686
SEA15228P6C4	strain-MTBCR170913	12756.00	0.00859
SEA15228P6C4	strain-MTBCR170941	14513.00	0.03276
SEA15228P6C4	strain-MTb-Oman-3211198	13426.00	0.02471
SEA15228P6C4	strain-MTb-Oman-3211379	12117.00	0.03339
SEA15228P6C4	strain-MTb-Oman-3211380	12126.00	0.03132
SEA15228P6C4	strain-MTb-Oman-3211392	13200.00	0.04731
SEA15228P6C4	strain-MTb-Oman-3211453	13429.00	0.02156
SEA15228P6C4	strain-MTb-Oman-3211517	13425.00	0.03177
SEA15228P6C4	strain-MTb-Oman-3211622	13395.00	0.02178
SEA15228P6C4	strain-MTb-Oman-3211956	13378.00	0.02808
SEA15228P6C4	strain-MTb-Oman-3212387	12646.00	0.02933
SEA15228P6C4	strain-MTb-Oman-3212401	14723.00	0.03478
SEA15228P6C4	strain-MTb-Oman-3212598	13286.00	0.02412
SEA15228P6C4	strain-MTb-Oman-321262	12209.00	0.03270
SEA15228P6C4	strain-MTb-Oman-3212705	12619.00	0.03725
SEA15228P6C4	strain-MTb-Oman-3212927	13132.00	0.04866
SEA15228P6C4	strain-MTb-Oman-3213034	12239.00	0.08179
SEA15228P6C4	strain-Mtb-Oman-3213118	13201.00	0.02299
SEA15228P6C4	strain-MTb-Oman-3213123	11223.00	0.06429
SEA15228P6C4	strain-MTb-Oman-3213167	13924.00	0.05627
SEA15228P6C4	strain-MTb-Oman-3213169	13551.00	0.05510
SEA15228P6C4	strain-MTb-Oman-3213195	13277.00	0.04936
SEA15228P6C4	strain-MTb-Oman-3213249	12433.00	0.02694
SEA15228P6C4	strain-MTb-Oman-3213318	12990.00	0.02938
SEA15228P6C4	strain-MTb-Oman-3213329	13592.00	0.02132
SEA15228P6C4	strain-MTb-Oman-3213336	14508.00	0.03944
SEA15228P6C4	strain-MTb-Oman-3213343	13353.00	0.02723
SEA15228P6C4	strain-MTb-Oman-3213427	14523.00	0.04860
SEA15228P6C4	strain-MTb-Oman-3213465	14403.00	0.03738
SEA15228P6C4	strain-MTb-Oman-3213509	12725.00	0.02956
SEA15228P6C4	strain-MTb-Oman-3213540	13647.00	0.05089
SEA15228P6C4	strain-MTb-Oman-3213545	12420.00	0.03976
SEA15228P6C4	strain-MTb-Oman-3213573	13166.00	0.04461
SEA15228P6C4	strain-MTb-Oman-3213645	12821.00	0.03793
SEA15228P6C4	strain-MTb-Oman-3213670	14362.00	0.04649
SEA15228P6C4	strain-MTb-Oman-3213828	13221.00	0.03743
SEA15228P6C4	strain-MTb-Oman-3213831	13409.00	0.03898
SEA15228P6C4	strain-MTb-Oman-3213964	13369.00	0.04297
SEA15228P6C4	strain-MTb-Oman-321403	14296.00	0.04902
SEA15228P6C4	strain-MTb-Oman-3214042	11873.00	0.07285
SEA15228P6C4	strain-MTb-Oman-3214121	14060.00	0.03758
SEA15228P6C4	strain-MTb-Oman-3214168	13404.00	0.04198
SEA15228P6C4	strain-MTb-Oman-3214236	12455.00	0.03012
SEA15228P6C4	strain-MTb-Oman-3214387	13025.00	0.03248
SEA15228P6C4	strain-MTb-Oman-3214404	12427.00	0.02889
SEA15228P6C4	strain-MTb-Oman-3214504	13929.00	0.03969
SEA15228P6C4	strain-MTb-Oman-3214585	12484.00	0.03092
SEA15228P6C4	strain-MTb-Oman-3214594	13668.00	0.04858
SEA15228P6C4	strain-MTb-Oman-3214642	12726.00	0.02917
SEA15228P6C4	strain-MTb-Oman-3214721	14152.00	0.04361
SEA15228P6C4	strain-MTb-Oman-3214744	13872.00	0.03937
SEA15228P6C4	strain-MTb-Oman-3214760	14445.00	0.04022
SEA15228P6C4	strain-MTb-Oman-3214805	12806.00	0.02806
SEA15228P6C4	strain-MTb-Oman-3214883	13814.00	0.04830
SEA15228P6C4	strain-MTb-Oman-3214927	13869.00	0.03984
SEA15228P6C4	strain-MTb-Oman-321528	12378.00	0.03354
SEA15228P6C4	strain-MTb-Oman-3215324	12421.00	0.02741
SEA15228P6C4	strain-MTb-Oman-3215574	12282.00	0.03540
SEA15228P6C4	strain-MTb-Oman-3215691	13838.00	0.04314
SEA15228P6C4	strain-MTb-Oman-3215873	13294.00	0.04483
SEA15228P6C4	strain-MTb-Oman-3216177	12478.00	0.03166
SEA15228P6C4	strain-MTb-Oman-3216462	13583.00	0.06683
SEA15228P6C4	strain-MTb-Oman-3216574	12252.00	0.02654
SEA15228P6C4	strain-MTB-Oman-321769	13235.00	0.02216
SEA15228P6C4	strain-MTb-Oman-321856	11924.00	0.05467
SEA15228P6C4	strain-MTb-Oman-321857	12669.00	0.02386
SEA15228P6C4	strain-MTb-Oman-32193	14004.00	0.03965
SEA15228P6C4	strain-N1015	14394.00	0.03094
SEA15228P6C4	strain-P001-N1377	14351.00	0.02895
SEA15228P6C4	strain-P003-N1374	14351.00	0.02897
SEA15228P6C4	strain-P006-N1591	14348.00	0.02892
SEA15228P6C4	strain-P007-N1108	14353.00	0.02896
SEA15228P6C4	strain-P008-N1380	14351.00	0.02894
SEA15228P6C4	strain-P010-N1385	14350.00	0.02893
SEA15228P6C4	strain-P020-N1386	14350.00	0.02893
SEA15228P6C4	strain-P022-N1431	14351.00	0.02894
SEA15228P6C4	strain-P028-N1362	14353.00	0.02896
SEA15228P6C4	strain-P034-N1426	14346.00	0.02891
SEA15228P6C4	strain-P042-N1430	14354.00	0.02895
SEA15228P6C4	strain-P052-N1429	14351.00	0.02895
SEA15228P6C4	strain-P059-N1392	14350.00	0.02896
SEA15228P6C4	strain-P066-N1411	14351.00	0.02894
SEA15228P6C4	strain-P073-N1394	14353.00	0.02898
SEA15228P6C4	strain-P074-N1402	14353.00	0.02898
SEA15228P6C4	strain-PSNK363	14417.00	0.02687
SEA15228P6C4	strain-SEA10470P6C4	14324.00	0.02463
SEA15228P6C4	strain-SEA17020027P6C4	14443.00	0.02981
SEA15228P6C4	TB282	14374.00	0.02993
SEA15228P6C4	TCDC11	14411.00	0.02939
SEA15228P6C4	variant-bovis-BCG-strain-Moreau-PL	14605.00	0.04262
SEA15228P6C4	variant-bovis-strain-2023-0113	14794.00	0.03996
SEA15228P6C4	variant-bovis-strain-3488	14739.00	0.04335
SEA15228P6C4	variant-bovis-strain-Mb0486	14664.00	0.03894
SEA15228P6C4	variant-bovis-strain-Mb0531	14672.00	0.03795
SEA15228P6C4	variant-bovis-strain-Mb0820	14669.00	0.03752
SEA15228P6C4	variant-bovis-strain-Mb1101	14708.00	0.03849
SEA15228P6C4	variant-bovis-strain-Mb1855	14780.00	0.04071
SEA15228P6C4	variant-bovis-strain-Mb2269	14757.00	0.04049
SEA15228P6C4	variant-bovis-strain-Mb2377	14676.00	0.03815
SEA15228P6C4	variant-bovis-strain-Mb2487	14731.00	0.04046
SEA15228P6C4	variant-bovis-strain-Mb3114	14787.00	0.03949
SEA15228P6C4	variant-bovis-strain-Mb3602	14684.00	0.03771
SEA15228P6C4	variant-bovis-strain-OLF-AH-2022-TB-0122	14774.00	0.03835
SEA15228P6C4	variant-caprae-strain-SY-1	14792.00	0.04278
SEA15228P6C4	W-148	14416.00	0.02900
SEA15228P6C4	WBB1007-LQ1975	13248.00	0.01400
SEA15228P6C4	WBB1008-SL1975	13249.00	0.01402
SEA15228P6C4	WBB1009-SL1875	13265.00	0.01603
SEA15228P6C4	WBB1451-04-00887-2	14555.00	0.03038
SEA15228P6C4	WBB1452-10-01964-2	14401.00	0.02940
SEA15228P6C4	WBB1453-11-00429-1	14688.00	0.03194
SEA15228P6C4	WBB1454-IB091-1	14624.00	0.03974
SEA15228P6C4	WBB1456-11-00225-4	14370.00	0.03124
SEA15228P6C4	WBB1457-IB-036-1	14670.00	0.03105
SEA15228P6C4	WBB1458-05-01296-1	14627.00	0.03443
SEA15228P6C4	WBB1459-E14-22547-1	14595.00	0.02986
SEA15228P6C4	WBB1460-E13-13014-2	14629.00	0.02913
SEA15228P6C4	WBB445-ARS7496	14371.00	0.02980
SEA15228P6C4	WBB446-ARS7884	14185.00	0.03481
SEA15228P6C4	WBB447-G67	14579.00	0.03073
SEA15228P6C4	WBB448-HPV115-08	14143.00	0.03433
SEA15228P6C4	WC059	14416.00	0.02983
SEA15228P6C4	WC078	14414.00	0.02969
SEA15228P6C4	WMB588	14302.00	0.03180
SEA15228P6C4	WMB596	13317.00	0.01616
SEA15228P6C4	WMB600	14375.00	0.03146
SEA15228P6C4	WMB602	14455.00	0.02867
SEA15228P6C4	WMB607	13355.00	0.01775
SEA15228P6C4	WMB613	14333.00	0.02930
SEA15228P6C4	WMB614	13405.00	0.01770
SEA15228P6C4	WMB615	13251.00	0.01554
SEA15228P6C4	WMB621	14295.00	0.02669
SEA15228P6C4	ZRB10578980-LR-Asm	14403.00	0.02971
SEA15229P6C4	SEA15230P6C4	12813.00	0.00757
SEA15229P6C4	SEA17020023P6C4	13143.00	0.01130
SEA15229P6C4	SEA17020024P6C4	13142.00	0.01127
SEA15229P6C4	SEA17020028	14552.00	0.03030
SEA15229P6C4	SEA17020030P6C4	14463.00	0.02646
SEA15229P6C4	SGF0232017	14574.00	0.03106
SEA15229P6C4	SGF0422017	14521.00	0.03376
SEA15229P6C4	SGF0472017	14553.00	0.03089
SEA15229P6C4	SGF0702019	14524.00	0.03050
SEA15229P6C4	strain-01-R1134	14515.00	0.02785
SEA15229P6C4	strain-01-R1430	14455.00	0.02738
SEA15229P6C4	strain-02-R0894	14439.00	0.02595
SEA15229P6C4	strain-02-R1179	14499.00	0.02978
SEA15229P6C4	strain-02-R1708	14450.00	0.02516
SEA15229P6C4	strain-02-R1896	14439.00	0.02802
SEA15229P6C4	strain-1-0150P6C4	14539.00	0.03091
SEA15229P6C4	strain-1-0165P6C4	14444.00	0.02566
SEA15229P6C4	strain-1-0170P6C4	14540.00	0.03158
SEA15229P6C4	strain-15	14584.00	0.02389
SEA15229P6C4	strain-17221	14541.00	0.03179
SEA15229P6C4	strain-1	14767.00	0.03466
SEA15229P6C4	strain-2-0011P6C4	14546.00	0.03018
SEA15229P6C4	strain-2-0026P6C4	14517.00	0.02391
SEA15229P6C4	strain-2-0111P6C4	14524.00	0.02449
